User,stress_level,Shifting_1_Shifting_Congruent_RT,Shifting_1_Shifting_Congruent_Accuracy,Shifting_1_Shifting_Congruent_FA,Shifting_1_Shifting_Incongruent_RT,Shifting_1_Shifting_Incongruent_Accuracy,Shifting_1_Shifting_Incongruent_FA,Shifting_1_Total_Errors,Shifting_2_Shifting_Congruent_RT,Shifting_2_Shifting_Congruent_Accuracy,Shifting_2_Shifting_Congruent_FA,Shifting_2_Shifting_Incongruent_RT,Shifting_2_Shifting_Incongruent_Accuracy,Shifting_2_Shifting_Incongruent_FA,Shifting_2_Total_Errors,Shifting_3_Shifting_Congruent_RT,Shifting_3_Shifting_Congruent_Accuracy,Shifting_3_Shifting_Congruent_FA,Shifting_3_Shifting_Incongruent_RT,Shifting_3_Shifting_Incongruent_Accuracy,Shifting_3_Shifting_Incongruent_FA,Shifting_3_Total_Errors,Shifting_4_Shifting_Congruent_RT,Shifting_4_Shifting_Congruent_Accuracy,Shifting_4_Shifting_Congruent_FA,Shifting_4_Shifting_Incongruent_RT,Shifting_4_Shifting_Incongruent_Accuracy,Shifting_4_Shifting_Incongruent_FA,Shifting_4_Total_Errors,Shifting_5_Shifting_Congruent_RT,Shifting_5_Shifting_Congruent_Accuracy,Shifting_5_Shifting_Congruent_FA,Shifting_5_Shifting_Incongruent_RT,Shifting_5_Shifting_Incongruent_Accuracy,Shifting_5_Shifting_Incongruent_FA,Shifting_5_Total_Errors,Shifting_6_Shifting_Congruent_RT,Shifting_6_Shifting_Congruent_Accuracy,Shifting_6_Shifting_Congruent_FA,Shifting_6_Shifting_Incongruent_RT,Shifting_6_Shifting_Incongruent_Accuracy,Shifting_6_Shifting_Incongruent_FA,Shifting_6_Total_Errors,Shifting_7_Shifting_Congruent_RT,Shifting_7_Shifting_Congruent_Accuracy,Shifting_7_Shifting_Congruent_FA,Shifting_7_Shifting_Incongruent_RT,Shifting_7_Shifting_Incongruent_Accuracy,Shifting_7_Shifting_Incongruent_FA,Shifting_7_Total_Errors,Shifting_8_Shifting_Congruent_RT,Shifting_8_Shifting_Congruent_Accuracy,Shifting_8_Shifting_Congruent_FA,Shifting_8_Shifting_Incongruent_RT,Shifting_8_Shifting_Incongruent_Accuracy,Shifting_8_Shifting_Incongruent_FA,Shifting_8_Total_Errors,Memory_a_WM_Hits,Memory_a_WM_FA,Memory_a_WM_PR,Memory_a_Min_moves_exit,Memory_a_n_Attempts,Memory_a_WM_Return_Efficiency,Memory_b_WM_Hits,Memory_b_WM_FA,Memory_b_WM_PR,Memory_b_Min_moves_exit,Memory_b_n_Attempts,Memory_b_WM_Return_Efficiency,Memory_c_WM_Hits,Memory_c_WM_FA,Memory_c_WM_PR,Memory_c_Min_moves_exit,Memory_c_n_Attempts,Memory_c_WM_Return_Efficiency,Memory_d_WM_Hits,Memory_d_WM_FA,Memory_d_WM_PR,Memory_d_Min_moves_exit,Memory_d_n_Attempts,Memory_d_WM_Return_Efficiency,Memory_e_WM_Hits,Memory_e_WM_FA,Memory_e_WM_PR,Memory_e_Min_moves_exit,Memory_e_n_Attempts,Memory_e_WM_Return_Efficiency,Memory_f_WM_Hits,Memory_f_WM_FA,Memory_f_WM_PR,Memory_f_Min_moves_exit,Memory_f_n_Attempts,Memory_f_WM_Return_Efficiency,Memory_fg_WM_Hits,Memory_fg_WM_FA,Memory_fg_WM_PR,Memory_fg_Min_moves_exit,Memory_fg_n_Attempts,Memory_fg_WM_Return_Efficiency,Memory_g_WM_Hits,Memory_g_WM_FA,Memory_g_WM_PR,Memory_g_Min_moves_exit,Memory_g_n_Attempts,Memory_g_WM_Return_Efficiency
401,0,0.9322902222395653,1.0,0.0,0.5661948583517815,0.36,0.3333333333333333,0.3333333333333333,0.8215569595706508,1.0,0.0,1.0,1.0,0.0,0.0,0.3991409905271296,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.7166666666666667,0.0,0.6504118359914319,1.0,0.0,0.0,1.0,0.8299319727891158,0.0,0.5750583211100007,0.6888888888888887,0.3999999999999999,0.33333333333333326,0.6887711421718827,1.0,0.0,0.456110390258918,1.0,0.0,0.0,1.0,0.5217391304347827,0.0,0.7080799719106858,0.6333333333333335,0.5,0.5,0.9314430268929845,0.75,0.0,0.7325518417993206,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.09090909090909091,0.09090909090909094,0.0,0.0,0.7986111111111112,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.33333333333333326,0.19999999999999993,0.5454545454545454,0.0,0.0,0.33333333333333326,0.0,0.24999999999999994,0.33333333333333326,0.0,0.0,0.6322580645161291,0.0,0.0,0.056179775280898875,0.0,0.0,1.0
403,0,0.06859057562860768,1.0,0.0,0.21285147421517797,0.36,0.3333333333333333,0.3333333333333333,0.33453552669312236,1.0,0.0,0.11173402987603435,1.0,0.0,0.0,0.19431407376483856,0.9999999999999999,0.0,0.25882582429714796,1.0,0.0,0.0,0.31276510160849413,0.7424242424242425,0.0,0.1647787827929922,0.6875,0.0,0.0,0.2987262688867575,1.0,0.0,0.26936354567224874,1.0,0.0,0.0,0.17888980561089257,1.0,0.0,0.18399481986374408,0.6851851851851851,0.16666666666666663,0.125,0.30406494305278164,0.7950310559006211,0.0,0.32051826577201936,1.0,0.0,0.0,0.33645642913795143,0.75,0.0,0.38821551047765734,1.0,0.0,0.0,0.0,0.1,0.39999999999999997,0.0,0.0,0.7578947368421054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.0,0.059999999999999984,0.02247191011235955,0.0,0.0,0.6885869565217391
404,0,1.0,1.0,0.0,0.3606277022715468,1.0,0.0,0.0,0.17223593147960403,1.0,0.0,0.4741282678337729,1.0,0.0,0.0,0.3101488273157003,0.9999999999999999,0.0,0.394820656865407,1.0,0.0,0.0,0.3994926663266235,1.0,0.0,0.6935768326676459,1.0,0.0,0.0,0.44988260078006825,1.0,0.0,0.635098484354705,1.0,0.0,0.0,0.32103294759430706,0.6607142857142856,0.33333333333333326,0.27723499232689736,1.0,0.0,0.125,0.4363961348438623,0.7950310559006211,0.0,0.4700127686133504,1.0,0.0,0.0,0.5069422029197531,0.75,0.0,0.3937644256796712,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0833333333333333,0.46666666666666656,0.0,0.0,0.8467741935483871,0.0,0.0,0.056179775280898875,0.0,0.0,1.0
405,0,0.5966003594285759,1.0,0.0,0.6306436288633759,0.36,0.3333333333333333,0.3333333333333333,0.48637611226448185,1.0,0.0,0.2846788834694182,1.0,0.0,0.0,0.32730647568508203,0.9999999999999999,0.0,0.6934105495126779,1.0,0.0,0.0,0.46388890513924586,1.0,0.0,0.5191839177558075,0.5000000000000002,0.19999999999999998,0.08333333333333334,0.4587677999671995,1.0,0.0,0.4675660966886279,0.6888888888888887,0.19999999999999998,0.16666666666666666,0.3543543248579969,1.0,0.0,0.3033793266154571,1.0,0.0,0.0,0.5151716484788302,0.7950310559006211,0.0,0.5139088457773231,1.0,0.0,0.0,0.6674244328178369,0.75,0.0,0.5010159039137301,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.3157894736842105,0.3333333333333333,0.3125,0.0,0.25,0.24793388429752067,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.09090909090909091,0.09090909090909094,0.0,0.0,0.7986111111111112,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.12686567164179105,0.11999999999999998,0.17977528089887646,0.0,0.14285714285714288,0.2041666666666666
406,0,0.31486023853897765,1.0,0.0,0.19070785758309056,1.0,0.0,0.0,0.046896002711803136,1.0,0.0,0.07139913593915435,1.0,0.0,0.0,0.19960022195923077,0.9999999999999999,0.0,0.18600499869781564,0.5000000000000001,0.5,0.5,0.26270975565452614,0.7424242424242425,0.0,0.39253935226159087,1.0,0.0,0.0,0.3259921234855796,1.0,0.0,0.32262361024208175,1.0,0.0,0.0,0.2873009569062321,1.0,0.0,0.23852542531363966,0.43333333333333346,0.3333333333333333,0.25,0.43191436689559454,0.9043478260869565,0.0,0.47815520201883116,0.6333333333333335,0.5,0.5,0.45758672547748536,0.75,0.0,0.5163574080420841,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.0,0.01999999999999999,0.0449438202247191,0.0,0.0,0.8702445652173914
407,0,0.17750284160355542,1.0,0.0,0.45257450122052073,1.0,0.0,0.0,0.04869521563688267,1.0,0.0,0.09509357547869869,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.05004873769989038,1.0,0.0,0.017235038408564107,1.0,0.0,0.0,0.6936499651395706,1.0,0.0,0.16149857985853736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25504373286399373,0.7950310559006211,0.0,0.0,1.0,0.0,0.0,0.06253837075299584,0.75,0.0,0.40729478373731387,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.3157894736842105,0.3333333333333333,0.3125,0.0,0.25,0.24793388429752067,0.0,0.25,0.75,0.0,0.0,0.625,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.5000000000000001,0.5,0.0,0.0,0.37500000000000006,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
408,0,0.35569412895668073,1.0,0.0,0.19754817888319404,1.0,0.0,0.0,0.10940508399448182,1.0,0.0,0.034993448815069134,1.0,0.0,0.0,0.15068842695523915,0.9999999999999999,0.0,0.40212250801378896,1.0,0.0,0.0,0.2996420064452733,0.7424242424242425,0.0,0.38770103984415055,0.6875,0.0,0.0,0.4241673888194582,0.6753246753246755,0.0,0.3854108462587703,0.6499999999999999,0.19999999999999998,0.16666666666666666,0.305445490391618,0.6607142857142856,0.33333333333333326,0.24467935283044473,1.0,0.0,0.125,0.40181532071280446,0.9043478260869565,0.0,0.34763186712710303,0.6333333333333335,0.5,0.5,0.5283740699403631,0.75,0.0,0.5253062511428752,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.3157894736842105,0.3333333333333333,0.3125,0.0,0.25,0.24793388429752067,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.09090909090909091,0.09090909090909094,0.0,0.0,0.7986111111111112,0.0,0.24999999999999994,0.7500000000000002,0.0,0.0,0.6428571428571428,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.16666666666666666,0.3999999999999999,0.0,0.0,0.7275985663082438,0.0,0.01999999999999999,0.0449438202247191,0.0,0.0,0.8702445652173914
409,0,0.8105611471620575,1.0,0.0,0.3911163194686952,1.0,0.0,0.0,0.24345292420024306,1.0,0.0,0.0990835643395675,1.0,0.0,0.0,0.1897774029407509,0.9999999999999999,0.0,0.471671941431607,1.0,0.0,0.0,0.3894083376049882,1.0,0.0,0.37614838396913464,0.44444444444444453,0.0,0.0,0.31457174214614214,1.0,0.0,0.8328215216161355,1.0,0.0,0.0,0.21546891363223405,0.6607142857142856,0.33333333333333326,0.21745321984765434,1.0,0.0,0.125,0.30067677217534355,0.7950310559006211,0.0,0.3907194710957418,1.0,0.0,0.0,0.33504390657734123,0.75,0.0,0.3959756439103589,1.0,0.0,0.0,0.2222222222222222,0.3,0.39999999999999997,0.0,0.0,0.32748538011695905,0.42105263157894735,0.6666666666666666,0.375,0.0,0.5,0.1558441558441559,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.24999999999999994,0.7500000000000002,0.0,0.0,0.6428571428571428,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.014925373134328367,0.059999999999999984,0.0449438202247191,0.0,0.0,0.5674818840579711
410,0,0.34269889713477575,1.0,0.0,0.17211272246564838,1.0,0.0,0.0,0.10941750237162098,0.0,0.49999999999999994,0.09275654506534865,1.0,0.0,0.33333333333333337,0.16389463567339732,0.9999999999999999,0.0,0.41986005836462564,1.0,0.0,0.0,0.3879504081503908,1.0,0.0,0.28551130313690565,1.0,0.0,0.0,0.3145420419646289,1.0,0.0,0.2951672150287793,0.6499999999999999,0.19999999999999998,0.16666666666666666,0.18352029503421172,0.6607142857142856,0.33333333333333326,0.2599456106310713,1.0,0.0,0.125,0.5874466385132491,0.5217391304347827,0.0,0.29847180075473945,0.45,0.5,0.5,0.5062655255255388,0.5454545454545454,0.0,0.6146002723486101,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.0,0.0,0.056179775280898875,0.0,0.0,1.0
411,0,0.22181741775807268,0.0,0.0,0.3804586088745614,0.7333333333333334,0.0,0.0,0.3393250210406533,1.0,0.0,0.17668102363965807,1.0,0.0,0.0,0.21235534368483028,0.9999999999999999,0.0,0.42548279339888806,0.5000000000000001,0.5,0.5,0.33536320536264785,0.7424242424242425,0.0,0.28819589363831605,0.25,0.19999999999999998,0.08333333333333334,0.38564394739470753,1.0,0.0,0.33531024549475136,0.6888888888888887,0.19999999999999998,0.16666666666666666,0.34348448867562853,1.0,0.0,0.26113920771452404,1.0,0.0,0.0,0.513180542957152,0.7950310559006211,0.0,0.3608086448083818,0.6857142857142857,0.0,0.0,0.5922069508808768,0.75,0.0,0.5509350993118176,1.0,0.0,0.0,0.0,0.2,0.19999999999999996,0.0,0.0,0.5964912280701755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.75,0.0,0.0,0.625,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.5333333333333332,0.0,0.0,1.0,0.0,0.07999999999999999,0.011235955056179768,0.0,0.0,0.6225296442687747
