,User,Level1_Baseline_RT,Level1_Baseline_TTL,Level2_Baseline_RT,Level2_Baseline_TTL,Level3_Baseline_RT,Level3_Baseline_TTL,Level4_Baseline_RT,Level4_Baseline_TTL,Inhibition_1_RI_RT,Inhibition_1_RI_False_Alarms,Inhibition_2_RI_RT,Inhibition_2_RI_False_Alarms,Inhibition_3_RI_RT,Inhibition_3_RI_False_Alarms,Inhibition_4_RI_RT,Inhibition_4_RI_False_Alarms,Inhibition_5a_RI_RT,Inhibition_5a_RI_False_Alarms,Inhibition_6a_RI_RT,Inhibition_6a_RI_False_Alarms,Inhibition_7a_RI_RT,Inhibition_7a_RI_False_Alarms,Inhibition_8a_RI_RT,Inhibition_8a_RI_False_Alarms,Shifting_1_Shifting_Congruent_RT,Shifting_1_Shifting_Congruent_Accuracy,Shifting_1_Shifting_Congruent_FA,Shifting_1_Shifting_Incongruent_RT,Shifting_1_Shifting_Incongruent_Accuracy,Shifting_1_Shifting_Incongruent_FA,Shifting_1_Total_Errors,Shifting_2_Shifting_Congruent_RT,Shifting_2_Shifting_Congruent_Accuracy,Shifting_2_Shifting_Congruent_FA,Shifting_2_Shifting_Incongruent_RT,Shifting_2_Shifting_Incongruent_Accuracy,Shifting_2_Shifting_Incongruent_FA,Shifting_2_Total_Errors,Shifting_3_Shifting_Congruent_RT,Shifting_3_Shifting_Congruent_Accuracy,Shifting_3_Shifting_Congruent_FA,Shifting_3_Shifting_Incongruent_RT,Shifting_3_Shifting_Incongruent_Accuracy,Shifting_3_Shifting_Incongruent_FA,Shifting_3_Total_Errors,Shifting_4_Shifting_Congruent_RT,Shifting_4_Shifting_Congruent_Accuracy,Shifting_4_Shifting_Congruent_FA,Shifting_4_Shifting_Incongruent_RT,Shifting_4_Shifting_Incongruent_Accuracy,Shifting_4_Shifting_Incongruent_FA,Shifting_4_Total_Errors,Shifting_5_Shifting_Congruent_RT,Shifting_5_Shifting_Congruent_Accuracy,Shifting_5_Shifting_Congruent_FA,Shifting_5_Shifting_Incongruent_RT,Shifting_5_Shifting_Incongruent_Accuracy,Shifting_5_Shifting_Incongruent_FA,Shifting_5_Total_Errors,Shifting_6_Shifting_Congruent_RT,Shifting_6_Shifting_Congruent_Accuracy,Shifting_6_Shifting_Congruent_FA,Shifting_6_Shifting_Incongruent_RT,Shifting_6_Shifting_Incongruent_Accuracy,Shifting_6_Shifting_Incongruent_FA,Shifting_6_Total_Errors,Shifting_7_Shifting_Congruent_RT,Shifting_7_Shifting_Congruent_Accuracy,Shifting_7_Shifting_Congruent_FA,Shifting_7_Shifting_Incongruent_RT,Shifting_7_Shifting_Incongruent_Accuracy,Shifting_7_Shifting_Incongruent_FA,Shifting_7_Total_Errors,Shifting_8_Shifting_Congruent_RT,Shifting_8_Shifting_Congruent_Accuracy,Shifting_8_Shifting_Congruent_FA,Shifting_8_Shifting_Incongruent_RT,Shifting_8_Shifting_Incongruent_Accuracy,Shifting_8_Shifting_Incongruent_FA,Shifting_8_Total_Errors,Inversion_1_CogInhib_Incongruent_Accuracy,Inversion_1_CogInhib_Incongruent_RT,Inversion_1_Conflict_Resolution_Accuracy,Inversion_1_Conflict_Resolution_RT,Inversion_2_CogInhib_Incongruent_Accuracy,Inversion_2_CogInhib_Incongruent_RT,Inversion_2_Conflict_Resolution_Accuracy,Inversion_2_Conflict_Resolution_RT,Inversion_3_CogInhib_Incongruent_Accuracy,Inversion_3_CogInhib_Incongruent_RT,Inversion_3_Conflict_Resolution_Accuracy,Inversion_3_Conflict_Resolution_RT,Inversion_4_CogInhib_Incongruent_Accuracy,Inversion_4_CogInhib_Incongruent_RT,Inversion_4_Conflict_Resolution_Accuracy,Inversion_4_Conflict_Resolution_RT,Inversion_Alt_1_CogInhib_Incongruent_Accuracy,Inversion_Alt_1_CogInhib_Incongruent_RT,Inversion_Alt_1_Conflict_Resolution_Accuracy,Inversion_Alt_1_Conflict_Resolution_RT,Inversion_5_CogInhib_Incongruent_Accuracy,Inversion_5_CogInhib_Incongruent_RT,Inversion_5_Conflict_Resolution_Accuracy,Inversion_5_Conflict_Resolution_RT,Inversion_6_CogInhib_Incongruent_Accuracy,Inversion_6_CogInhib_Incongruent_RT,Inversion_6_Conflict_Resolution_Accuracy,Inversion_6_Conflict_Resolution_RT,Inversion_7_CogInhib_Incongruent_Accuracy,Inversion_7_CogInhib_Incongruent_RT,Inversion_7_Conflict_Resolution_Accuracy,Inversion_7_Conflict_Resolution_RT,Inversion_8_CogInhib_Incongruent_Accuracy,Inversion_8_CogInhib_Incongruent_RT,Inversion_8_Conflict_Resolution_Accuracy,Inversion_8_Conflict_Resolution_RT,Memory_a_WM_Hits,Memory_a_WM_FA,Memory_a_WM_PR,Memory_a_Min_moves_exit,Memory_a_n_Attempts,Memory_a_WM_Return_Efficiency,Memory_b_WM_Hits,Memory_b_WM_FA,Memory_b_WM_PR,Memory_b_Min_moves_exit,Memory_b_n_Attempts,Memory_b_WM_Return_Efficiency,Memory_c_WM_Hits,Memory_c_WM_FA,Memory_c_WM_PR,Memory_c_Min_moves_exit,Memory_c_n_Attempts,Memory_c_WM_Return_Efficiency,Memory_d_WM_Hits,Memory_d_WM_FA,Memory_d_WM_PR,Memory_d_Min_moves_exit,Memory_d_n_Attempts,Memory_d_WM_Return_Efficiency,Memory_e_WM_Hits,Memory_e_WM_FA,Memory_e_WM_PR,Memory_e_Min_moves_exit,Memory_e_n_Attempts,Memory_e_WM_Return_Efficiency,Memory_f_WM_Hits,Memory_f_WM_FA,Memory_f_WM_PR,Memory_f_Min_moves_exit,Memory_f_n_Attempts,Memory_f_WM_Return_Efficiency,Memory_fg_WM_Hits,Memory_fg_WM_FA,Memory_fg_WM_PR,Memory_fg_Min_moves_exit,Memory_fg_n_Attempts,Memory_fg_WM_Return_Efficiency,Memory_g_WM_Hits,Memory_g_WM_FA,Memory_g_WM_PR,Memory_g_Min_moves_exit,Memory_g_n_Attempts,Memory_g_WM_Return_Efficiency
0,401,0.8363074362277985,1.672614872455597,0.48428257554769516,0.9685651510953903,0.4991430401802063,2.4957152009010315,0.4048500180244446,2.024250090122223,0.6184700032075247,11.11111111111111,0.5043349961439768,0.0,0.661988357702891,12.5,0.5478995361111381,14.285714285714285,0.6296412199735641,10.0,0.5461237356066704,14.285714285714285,0.6393975391983986,11.11111111111111,0.5922736362977461,4.545454545454546,0.6028850227594376,1.0,0.0,0.785319983959198,1.0,0.0,0.0,0.8536674678325653,1.0,0.0,0.29945000261068344,1.0,0.0,0.0,0.40846748650074005,1.0,0.0,0.6775750070810318,1.0,0.0,0.0,0.5937808528542519,0.9166666666666666,0.0,0.6235414062227521,0.8571428571428571,0.0,0.0,0.5609984993934631,1.0,0.0,0.6322114297321865,1.0,0.0,0.0,0.924010980129242,1.0,0.0,0.6838506162166595,1.0,0.0,0.0,0.4759837556630373,0.625,0.0,0.4071621469088963,0.7142857142857143,2.0,2.0,0.4442345581271432,0.5454545454545454,0.0,0.5075883232057095,0.8333333333333334,1.0,1.0,1.0,1.2308499217033386,0.0,0.0,0.75,0.927378699183464,0.0,0.0,0.6,0.7563700079917908,0.0,0.0,1.0,1.1105749905109406,0.0,0.0,0.0,0.8598649501800537,0.5,0.8209848701953888,1.0,0.9104337841272354,0.0,0.0,0.875,0.7707149684429169,0.0,0.0,0.8181818181818182,0.812604083256288,0.0,0.0,0.7857142857142857,0.7817060947418213,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,2.5,0.25,2.25,4.0,2.0,0.36363636363636365,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,6.0,1.0,0.75,1.0,0.0,1.0,6.0,1.0,1.0,3.4285714285714284,0.7142857142857143,2.7142857142857144,7.0,2.0,0.2413793103448276,5.714285714285714,1.5714285714285714,4.142857142857143,7.0,3.0,0.13725490196078433
3,404,2.511000156402588,5.022000312805176,1.0810000598430634,2.1620001196861267,0.43680000454187395,2.1840000227093697,0.8001998245716095,4.0009991228580475,0.5326666831970215,11.11111111111111,0.43966666360696155,0.0,0.625333289305369,0.0,0.46154544028368866,0.0,0.5512499958276749,0.0,0.48525001108646393,0.0,0.5115000121295452,0.0,0.4331818087534471,0.0,0.7905000150203705,1.0,0.0,1.516000211238861,1.0,0.0,0.0,0.6789999604225159,1.0,0.0,0.476999968290329,1.0,0.0,0.0,0.4895000159740448,1.0,0.0,0.7547499388456345,1.0,0.0,0.0,0.5739000022411347,1.0,0.0,0.5144285644803729,0.8571428571428571,0.0,0.0,0.6872999906539917,1.0,0.0,0.846285743372781,1.0,0.0,0.0,0.7308000147342681,1.0,0.0,0.5963749960064888,1.0,0.0,0.0,0.5477142993892942,0.5714285714285714,0.0,0.6885999619960785,1.0,0.0,0.0,0.5671999961137771,0.6,0.0,0.5593999743461608,1.0,0.0,0.0,1.0,2.070500075817108,0.0,0.0,1.0,0.7449999749660492,0.0,0.0,1.0,1.1685001254081726,0.0,0.0,1.0,1.1486666401227315,0.0,0.0,0.0,1.7049999237060547,0.5,3.940999746322632,1.0,0.9672500193119049,0.0,0.0,1.0,0.8065714240074158,0.0,0.0,1.0,0.7336249947547913,0.0,0.0,1.0,0.8841000378131867,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875
4,405,0.8663825392723083,1.7327650785446167,0.817672461271286,1.635344922542572,0.42639299929142,2.1319649964571,0.45927600264549256,2.2963800132274628,0.5177033742268881,20.0,0.4354100128014882,0.0,0.46752501527468365,12.5,0.428263629024679,25.0,0.6161487251520157,11.11111111111111,0.8312250077724457,0.0,0.4745006263256073,0.0,0.4615840938958255,12.5,0.4979683458805084,1.0,0.0,0.35033873841166496,0.75,1.0,1.0,1.1609501391649246,1.0,0.0,0.3932875096797943,1.0,0.0,0.0,0.4425349831581116,1.0,0.0,0.6460825502872467,1.0,0.0,0.0,0.4974961280822754,1.0,0.0,0.484817773103714,0.7777777777777778,1.0,1.0,0.45672900080680845,1.0,0.0,0.5087599882057735,1.0,0.0,0.0,0.5592099905014039,1.0,0.0,0.5033900141716003,1.0,0.0,0.0,0.48884857978139606,0.5714285714285714,0.0,0.5599889993667603,1.0,0.0,0.0,0.41055454178289935,0.5454545454545454,0.0,0.5539349973201751,1.0,0.0,0.0,1.0,1.04019495844841,0.0,0.0,1.0,0.600724995136261,0.0,0.0,1.0,0.708252489566803,0.0,0.0,1.0,0.8248116771380106,0.0,0.0,0.0,1.6600499153137207,1.0,1.9956353902816772,0.8,0.6815850019454956,0.0,0.0,1.0,1.0315314871924264,0.0,0.0,0.8888888888888888,0.5986316700776418,0.0,0.0,1.0,0.7904154333201322,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0
5,406,0.6833149939775467,1.3666299879550934,0.6428450047969818,1.2856900095939636,0.5434030175209046,2.7170150876045227,0.35000199973583224,1.750009998679161,0.4501566191514333,20.0,0.3417458509405454,16.666666666666664,0.48839834332466125,12.5,0.3418272665955804,0.0,0.4135875105857849,10.0,0.4880925118923187,14.285714285714285,0.3663318809121847,11.11111111111111,0.4013077264482325,12.5,0.5941500067710876,1.0,0.0,0.7036850526928902,0.75,1.0,1.0,0.5579600185155869,1.0,0.0,0.34183502197265625,1.0,0.0,0.0,0.42202334602673847,1.0,0.0,0.556400990486145,0.8,1.0,1.0,0.46939220031102497,1.0,0.0,0.581918348868688,1.0,0.0,0.0,0.4943200320005417,1.0,0.0,0.6218728721141815,1.0,0.0,0.0,0.6289599895477295,1.0,0.0,0.568488098680973,1.0,0.0,0.0,0.4519503228366375,0.5625,0.0,0.4152383506298065,0.8333333333333334,1.0,1.0,0.4320085018873215,0.6,0.0,0.5236649990081788,1.0,0.0,0.0,0.6666666666666666,1.2702083985010784,0.0,0.0,1.0,1.1582499742507935,0.0,0.0,0.75,1.163119986653328,0.0,0.0,0.8,0.8339179396629334,0.0,0.0,0.0,0.9214199781417847,1.0,1.4131801128387451,1.0,0.8663012534379959,0.0,0.0,0.8888888888888888,0.6644811100429959,0.0,0.0,0.8333333333333334,0.5618183699746927,0.0,0.0,0.9230769230769231,0.5401500096687903,0.0,0.0,1.0,0.5,0.5,4.0,1.0,0.6666666666666666,2.5,0.25,2.25,4.0,2.0,0.36363636363636365,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,6.0,1.0,0.75,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.2857142857142857,0.7142857142857143,7.0,1.0,0.7777777777777778
6,407,0.30822500586509705,1.5164501070976257,0.4328100234270096,0.8656200468540192,0.2895090088248253,1.4475450441241264,0.3863140165805817,1.9315700829029083,0.27788835267225903,0.0,0.8157099715123574,0.0,0.4052850181857745,0.0,0.37254770506512036,0.0,0.3332362826913595,11.11111111111111,0.3151937937363982,0.0,0.2581893859896809,11.11111111111111,0.1104840947823091,0.0,0.35773252323269844,1.0,0.0,0.1719233343998591,1.0,0.0,0.0,0.3161325231194496,1.0,0.0,0.007892499677836895,1.0,0.0,0.0,0.16596000641584396,1.0,0.0,0.27896877005696297,1.0,0.0,0.0,0.18126667042573294,1.0,0.0,0.22205833594004312,1.0,0.0,0.0,0.15169000551104544,1.0,0.0,0.1812864307846342,1.0,0.0,0.0,0.22312700897455215,1.0,0.0,0.09149687644094229,1.0,0.0,0.0,0.1652503770643047,0.5714285714285714,0.0,0.10644000172615051,1.0,0.0,0.0,0.0998044990003109,0.6,0.0,0.31274602711200716,1.0,0.0,0.0,0.6666666666666666,0.24378167589505514,0.0,0.0,0.75,0.18345125392079353,0.0,0.0,1.0,0.40790000557899475,0.0,0.0,1.0,0.41039834419886273,0.0,0.0,0.0,0.30000001192092896,0.5,0.20826250314712524,0.8333333333333334,0.49377837032079697,0.0,0.0,0.875,0.2849343968555331,0.0,0.0,1.0,0.16648750379681587,0.0,0.0,0.9090909090909091,0.14844227649948813,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.16666666666666666,0.8333333333333334,6.0,1.0,0.8571428571428571,1.0,0.16666666666666666,0.8333333333333334,6.0,1.0,0.8571428571428571,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875,1.0,0.42857142857142855,0.5714285714285714,7.0,1.0,0.7
7,408,1.578367531299591,3.156735062599182,0.8927299678325653,1.7854599356651306,0.4740129947662354,2.5649199783802032,0.47452197372913363,2.372609868645668,0.6636200249195099,11.11111111111111,0.49922412013014156,16.666666666666664,0.650778333346049,12.5,0.4259436333721334,25.0,0.7005424797534943,20.0,0.6880637928843498,14.285714285714285,0.59490623511374,0.0,0.5557349757714705,12.5,0.5965933352708817,1.0,0.0,0.7096087634563446,0.75,1.0,1.0,0.6177675127983093,1.0,0.0,0.3131275177001953,1.0,0.0,0.0,0.5013300031423569,1.0,0.0,0.6689037904143333,1.0,0.0,0.0,0.5618845495310697,1.0,0.0,0.4628716574774848,0.6666666666666666,1.0,1.0,0.6477769941091538,1.0,0.0,0.668259288583483,1.0,0.0,0.0,0.6349258298675219,1.0,0.0,0.4949922131167518,0.8888888888888888,1.0,1.0,0.5146403266116977,0.625,0.0,0.4367721581033298,0.7142857142857143,2.0,2.0,0.5717699751257896,0.6,0.0,0.5926240146160126,1.0,0.0,0.0,1.0,1.5721325874328613,0.0,0.0,1.0,1.0335850715637207,0.0,0.0,1.0,0.6379924416542053,0.0,0.0,0.75,0.8245019111782312,0.0,0.0,0.0,1.8652153015136719,1.0,0.931959867477417,1.0,1.143903762102127,0.0,0.0,1.0,0.8468493052891323,0.0,0.0,1.0,0.8390243873000145,0.0,0.0,0.9090909090909091,0.7605936445973136,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.2,0.8,5.0,1.0,0.8333333333333334,1.0,0.2,0.8,5.0,1.0,0.8333333333333334,1.0,0.16666666666666666,0.8333333333333334,6.0,1.0,0.8571428571428571,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875,1.0,0.2857142857142857,0.7142857142857143,7.0,1.0,0.7777777777777778
8,409,0.6827750205993652,1.3655500411987305,0.5664849951863289,1.1329699903726578,0.3933249950408936,1.9666249752044678,0.34866700768470765,1.7433350384235382,0.4059850176175435,11.11111111111111,0.3147000086804231,0.0,0.4077750047047933,0.0,0.36457227170467377,0.0,0.5687250047922134,0.0,0.4148774966597557,14.285714285714285,0.3491281308233738,10.0,0.40817955136299133,4.545454545454546,0.5313225388526917,1.0,0.0,0.44594834248224896,1.0,0.0,0.0,0.47334250435233116,1.0,0.0,0.19865500181913376,1.0,0.0,0.0,0.23535999655723572,1.0,0.0,0.5161649659276009,1.0,0.0,0.0,0.33009778956572217,1.0,0.0,0.49481167892615,1.0,0.0,0.0,0.40632850527763364,1.0,0.0,0.4473771495478494,1.0,0.0,0.0,0.3883200228214264,1.0,0.0,0.41936498135328293,1.0,0.0,0.0,0.3130771443247795,0.5714285714285714,0.0,0.40453498959541323,1.0,0.0,0.0,0.30725899487733843,0.6,0.0,0.4285339891910553,1.0,0.0,0.0,1.0,0.6731099784374237,0.0,0.0,1.0,0.3719724863767624,0.0,0.0,1.0,0.44939500093460083,0.0,0.0,0.75,0.4159637540578842,0.0,0.0,0.0,0.833549976348877,1.0,1.031944990158081,0.6666666666666666,0.5091783305009207,0.0,0.0,1.0,0.5781585489000592,0.0,0.0,1.0,0.5169137381017208,0.0,0.0,0.9090909090909091,0.4750418039885434,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,7.0,1.0,0.7,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875
9,410,0.9520175457000732,1.9040350914001465,0.9164148718118668,2.683054596185684,1.3734300136566162,6.867150068283081,0.6545240104198455,3.272620052099228,0.6881283720334371,0.0,0.6522799928983053,0.0,0.5192433098951975,12.5,0.630230421369726,0.0,0.5391437336802483,0.0,0.48133499175310135,0.0,0.4370443783700466,20.0,0.621511386199431,12.5,0.8428725004196167,1.0,0.0,0.9479400515556335,1.0,0.0,0.0,0.7188974916934967,1.0,0.0,0.4511149674654007,1.0,0.0,0.0,0.5853199511766434,1.0,0.0,0.8486662209033966,1.0,0.0,0.0,0.8002535849809647,0.9285714285714286,0.0,0.670852780342102,0.8888888888888888,0.0,0.0,0.6563510239124298,1.0,0.0,0.827591641081704,0.8888888888888888,1.0,1.0,0.5977019786834716,1.0,0.0,0.6135862395167351,1.0,0.0,0.0,0.520482137799263,0.5714285714285714,0.0,0.6059170484542846,1.0,0.0,0.0,0.5428649872541428,0.6,0.0,0.5137340068817139,1.0,0.0,0.0,1.0,1.52592271566391,0.0,0.0,0.75,1.5132463425397873,0.0,0.0,1.0,0.7003150284290314,0.0,0.0,1.0,1.3227718075116475,0.0,0.0,0.0,1.1012737154960632,0.3333333333333333,3.189721465110779,1.0,1.0641951262950897,0.0,0.0,1.0,0.8858078122138977,0.0,0.0,1.0,0.8363212496042252,0.0,0.0,0.9090909090909091,1.0805077390237288,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.16666666666666666,0.8333333333333334,6.0,1.0,0.8571428571428571,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0
10,411,0.9966950714588165,1.993390142917633,0.5837350338697433,1.1674700677394867,0.5525010406970978,2.762505203485489,0.6386610090732574,3.1933050453662872,0.5649583240350088,11.11111111111111,0.39578832934300107,12.5,0.5086650053660074,0.0,0.5189372870055112,0.0,0.5826499909162521,11.11111111111111,0.5486211962997913,25.0,0.6318512475118041,11.11111111111111,0.48754498904401605,12.5,0.7656475007534027,1.0,0.0,0.5280283590157827,1.0,0.0,0.0,0.45832502096891403,1.0,0.0,0.27689750865101814,1.0,0.0,0.0,0.41550997893015545,1.0,0.0,0.6415230333805084,0.8,1.0,1.0,0.6451280191540718,1.0,0.0,0.5518128786768232,0.8571428571428571,1.0,1.0,0.5367810010910035,1.0,0.0,0.5829550070422036,1.0,0.0,0.0,0.5235666607817014,1.0,0.0,0.4448249836762746,0.8888888888888888,1.0,1.0,0.5547753529889243,0.5714285714285714,0.0,0.7481620073318481,1.0,0.0,0.0,0.48768549859523774,0.6,0.0,0.5985579669475556,1.0,0.0,0.0,1.0,0.845550000667572,0.0,0.0,1.0,0.5112674683332443,0.0,0.0,1.0,0.6542224884033203,0.0,0.0,0.8,0.3922359824180603,0.0,0.0,0.0,0.8086800575256348,1.0,2.719569683074951,1.0,1.0220774859189987,0.0,0.0,0.8,0.5535059861838818,0.0,0.0,1.0,0.5195806212723255,0.0,0.0,0.8571428571428571,0.5647214310509818,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,0.8571428571428571,7.0,1.0,0.875,3.7142857142857144,1.0,2.7142857142857144,7.0,2.0,0.21212121212121213
11,412,0.7733100056648254,1.5466200113296509,0.9926351606845856,1.9852703213691711,0.6187790274620056,3.093895137310028,0.5923809826374054,2.961904913187027,0.7000133196512858,11.11111111111111,0.48859581847985584,12.5,0.7176183064778646,0.0,0.608427722345699,0.0,0.6013862639665604,11.11111111111111,0.5237250030040741,14.285714285714285,0.5346987396478653,0.0,0.6044272726232355,8.695652173913043,1.4015125930309296,1.0,0.0,1.0547449787457783,1.0,0.0,0.0,0.6887975335121155,1.0,0.0,0.6047399938106537,1.0,0.0,0.0,1.033689945936203,1.0,0.0,0.8985419631004333,0.8,1.0,1.0,0.8403144710593753,1.0,0.0,0.9124124447504679,1.0,0.0,0.0,0.7511339843273163,1.0,0.0,0.84370071547372,1.0,0.0,0.0,0.7653871434075492,0.8571428571428571,1.0,0.7883549928665161,1.0,0.0,1.0,0.7203064262866974,0.5714285714285714,0.0,0.7366669416427613,1.0,0.0,0.0,0.6534289836883544,0.6,0.0,0.7216769814491272,1.0,0.0,0.0,0.6666666666666666,2.01637284623252,0.0,0.0,1.0,1.647659957408905,0.0,0.0,1.0,1.506802499294281,0.0,0.0,1.0,1.2456849813461304,0.0,0.0,0.0,2.623389482498169,0.3333333333333333,1.1698816021283467,1.0,1.6681049168109894,0.0,0.0,0.8,0.7281169831752777,0.0,0.0,0.9,0.7591825008392334,0.0,0.0,0.9166666666666666,0.9834029128154119,0.0,0.0,1.5,0.75,0.75,4.0,1.0,0.4444444444444444,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.2,0.8,5.0,1.0,0.8333333333333334,1.0,0.4,0.6,5.0,1.0,0.7142857142857143,1.0,0.16666666666666666,0.8333333333333334,6.0,1.0,0.8571428571428571,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.2857142857142857,0.7142857142857143,7.0,1.0,0.7777777777777778,3.2857142857142856,1.1428571428571428,2.142857142857143,7.0,2.0,0.22580645161290322
